col0,col1,col2,col3
Fifth Figure,item of collection or exhibition,Howard Ben Tré,copyrighted
Jug,item of collection or exhibition,Richard Redgrave,public domain
Vase,item of collection or exhibition,Émile Gallé,public domain
Pitcher,item of collection or exhibition,Émile Gallé,public domain
Vase,item of collection or exhibition,Émile Gallé,public domain
Vase,item of collection or exhibition,Louis Comfort Tiffany,public domain
The Judgment of Solomon and Esther before Ahasuerus,item of collection or exhibition,Dirck Vellert,public domain
Esther before Ahasuerus,item of collection or exhibition,Dirck Vellert,public domain
Bowl,item of collection or exhibition,Johann Schaper,public domain
"Assiette ""Chasse, Chiens""",item of collection or exhibition,René Lalique,copyrighted
Centerpiece,item of collection or exhibition,Eugène Rousseau,public domain
