col0,col1,col2,col3,col4,col5,col6,col7
Trușeni,15,10380,Moldova,Chișinău,commune of Moldova,Trușeni,Trușeni
Sîngereii Noi,367,5122,Moldova,Sîngerei District,commune of Moldova,Sîngereii Noi,Sîngereii Noi
Stăuceni,14350,14.584,Moldova,Chișinău,commune of Moldova,Stăuceni,Stăuceni
Secăreni,5.26,1656,Moldova,Hîncești District,commune of Moldova,Secăreni,Cornești
Scumpia,3.45,3243,Moldova,Fălești District,commune of Moldova,Scumpia,Măgureanca
Răscăieți,47.83,3114,Moldova,Ștefan Vodă District,commune of Moldova,Răscăieți,Răscăieții Noi
Purcari,4263,2368,Moldova,Ștefan Vodă District,commune of Moldova,Purcari,Viișoara
Lipoveni,2,1761,Moldova,Cimișlia District,commune of Moldova,Lipoveni,Lipoveni
Larga,53.6,4318,Moldova,Briceni District,commune of Moldova,Larga,Larga
Iezărenii Vechi,3262,1773,Moldova,Sîngerei District,commune of Moldova,Iezărenii Vechi,Iezărenii Vechi
Zăbriceni,4568,2147,Moldova,Edineț District,commune of Moldova,Zăbriceni,Zăbriceni
Băiuș,35,1059,Moldova,Leova District,commune of Moldova,Băiuș,Băiuș
Coșnița,338,5545,Moldova,Dubăsari District,commune of Moldova,Coșnița,Pohrebea
