col0,col1,col2,col3,col4,col5,col6,col7
Carter County,National Register of Historic Places listings in Montana,0.2,Ekalaka,1917-01-01,Crook County,8672,Carter County
Lincoln County,National Register of Historic Places listings in Montana,1.7,Libby,1909-09-03,Boundary County,9518,Lincoln County
Blaine County,National Register of Historic Places listings in Montana,0.3,Chinook,1895-01-01,Phillips County,10979,Blaine County
Lincoln County,National Register of Historic Places listings in Montana,1.7,Libby,1909-09-03,Boundary County,9518,Lincoln County
Garfield County,National Register of Historic Places listings in Montana,3.6,Jordan,1919-01-01,Custer County,12555,Garfield County
Carbon County,"National Register of Historic Places listings in Carbon County, Montana",0.6,"Red Lodge, Montana",1895-01-01,Yellowstone County,5341,Carbon County
Blaine County,National Register of Historic Places listings in Montana,0.3,Chinook,1895-01-01,Phillips County,10979,Blaine County
Lincoln County,National Register of Historic Places listings in Montana,1.7,Libby,1909-09-03,Boundary County,9518,Lincoln County
Carter County,National Register of Historic Places listings in Montana,0.2,Ekalaka,1917-01-01,Crook County,8672,Carter County
Lincoln County,National Register of Historic Places listings in Montana,1.7,Libby,1909-09-03,Boundary County,9518,Lincoln County
Carter County,National Register of Historic Places listings in Montana,0.2,Ekalaka,1917-01-01,Crook County,8672,Carter County
Garfield County,National Register of Historic Places listings in Montana,3.6,Jordan,1919-01-01,Custer County,12555,Garfield County
Lincoln County,National Register of Historic Places listings in Montana,1.7,Libby,1909-09-03,Boundary County,9518,Lincoln County
Mineral County,"National Register of Historic Places listings in Mineral County, Montana",0.3,Superior,1914-01-01,Clearwater County,3169,Mineral County
Lincoln County,National Register of Historic Places listings in Montana,1.7,Libby,1909-09-03,Boundary County,9518,Lincoln County
