col0,col1,col2,col3,col4,col5,col6
Gliese 174,Ursa Major Moving Group,75.5395,13.2381,0.17,-254.387,0.55
HD 200560,Hyades Stream,51.3456,19.4759,7.62,141.275,-14.33
AZ Ari,Hyades Stream,31.7501,31.496,0.2,-13.04,20.09
HD 180161,Hyades Stream,49.4487,20.223,7.62,216.269,-27.26
V401 Hya,Hyades Stream,41.0817,24.3417,0.11,-297.346,35.54
HD 222143,Hyades Stream,43.7807,22.8411,0.13,-11.552,-0.14
HD 134319,Hyades Stream,21.7747,45.9249,0.04,-122.326,-6.64
9 Ceti,Hyades Stream,46.9258,21.3102,0.21,61.056,-2.34
HD 211472,Castor Moving Group,45.5261,21.9654,-0.05,70.302,-7.86
HD 94765,Castor Moving Group,57.7619,17.3124,7.55,-257.01,5.34
