col0,col1,col2,col3
String Quartet No. 3,1798-01-01,public domain,composition for string quartet
String Quartet No. 2,1798-01-01,public domain,composition for string quartet
String Quartet No. 16,1826-01-01,public domain,composition for string quartet
String Quartet No. 15,1825-01-01,public domain,composition for string quartet
String Quartet No. 14,1825-01-01,public domain,composition for string quartet
String Quartet No. 13,1825-01-01,public domain,composition for string quartet
String Quartet No. 12,1824-01-01,public domain,composition for string quartet
String Quartet No. 11,1810-01-01,public domain,composition for string quartet
String Quartet No. 10,1809-01-01,public domain,composition for string quartet
String Quartet No. 1,1798-01-01,public domain,composition for string quartet
String Quartet No. 7,1806-01-01,public domain,musical work
