col0,col1,col2,col3,col4
"Portrait of Lourens van Schaick, Seated at a Table",1814-01-01,Dutch State,Rijksmuseum,watercolor paint
Portrait of Joachim Raff.,1876-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,gouache
Portrait of Heinrich Esser.,1878-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,charcoal
Portrait of Samuele Levi.,1880-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,charcoal
Portrait of Giuseppe Contini,1880-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,charcoal
Portrait of Jules Massenet.,1878-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,charcoal
Portrait of the coachbuilder Pierre Simons and his wife Sarah Lane,1900-01-01,King Baudouin Foundation,Royal Museums of Art and History,oil paint
Portrait of Heinrich Esser.,1878-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,pastel
Portrait of Samuele Levi.,1880-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,pastel
Portrait of Giuseppe Contini,1880-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,pastel
Portrait of Cesare Vigna.,1880-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,ink
Portrait of the coachbuilder Pierre Simons and his wife Sarah Lane,1900-01-01,King Baudouin Foundation,Royal Museums of Art and History,ivory
Portrait of Heinrich Esser.,1878-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,pencil
Portrait of Samuele Levi.,1880-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,pencil
Portrait of Fedele Fenaroli.,1877-01-01,Fondazione Ugo e Olga Levi,Gambara Bovardi collection,pencil
