col0,col1,col2,col3,col4,col5,col6
Prairie Creek Redwoods State Park,Arcata,Humboldt County,1925-01-01,United States of America,IUCN category V: Protected Landscape/Seascape,California state park
Russian Gulch State Park,Mendocino,California,1933-01-01,United States of America,IUCN category III: Natural Monument or Feature,California state park
Red Rock Canyon State Park,Cantil,Kern County,1968-01-01,United States of America,IUCN category V: Protected Landscape/Seascape,California state park
Portola Redwoods State Park,La Honda,California,1945-01-01,United States of America,IUCN category II: National Park,California state park
Limekiln State Park,Big Sur,California,1994-01-01,United States of America,IUCN category III: Natural Monument or Feature,California state park
Henry W. Coe State Park,Morgan Hill,Stanislaus County,1959-01-01,United States of America,IUCN category II: National Park,California state park
Henry Cowell Redwoods State Park,Felton,California,1954-01-01,United States of America,IUCN category III: Natural Monument or Feature,California state park
Garrapata State Park,Carmel-by-the-Sea,California,1979-01-01,United States of America,IUCN category III: Natural Monument or Feature,California state park
Fort Ord Dunes State Park,Monterey,California,2009-01-01,United States of America,IUCN category III: Natural Monument or Feature,California state park
Del Norte Coast Redwoods State Park,Crescent City,Del Norte County,1925-01-01,United States of America,IUCN category V: Protected Landscape/Seascape,California state park
Butano State Park,Pescadero,California,1956-01-01,United States of America,IUCN category III: Natural Monument or Feature,California state park
Año Nuevo State Park,Pescadero,California,1985-01-01,United States of America,IUCN category III: Natural Monument or Feature,California state park
Annadel State Park,Kenwood,California,1971-01-01,United States of America,IUCN category II: National Park,California state park
Andrew Molera State Park,Carmel-by-the-Sea,California,1968-01-01,United States of America,IUCN category III: Natural Monument or Feature,California state park
