col0,col1,col2,col3
Paralelos. Brazilian Art from the Second Half of the Twentieth Century in Context,Carlos Cruz-Diez,Fundación Cisneros,2002-01-01
Jesús Soto in conversation with / en conversación con Ariel Jiménez,Jesús Rafael Soto,Fundación Cisneros,2011-01-01
Conversations with Jesús Soto,Jesús Rafael Soto,Fundación Cisneros,2003-01-01
Luis Camnitzer in conversation with / en conversación con Alexander Alberro,Luis Camnitzer,Fundación Cisneros,2014-01-01
Gyula Kosice in conversation with / en conversación con Gabriel Pérez-Barreiro,Gyula Kosice,Fundación Cisneros,2012-01-01
Orinoco – Venezuelan Indian Life in the Amazonian Region,Orinoco,Fundación Cisneros,2005-01-01
Vida indígena en el Orinoco,Orinoco,Fundación Cisneros,2004-01-01
"Manaka, In the Heart of the Orinoco",Orinoco,Fundación Cisneros,2003-01-01
"Auguste Morisot: A Painter in the Orinoco, 1886-1887",Orinoco,Fundación Cisneros,2002-01-01
"Unfinished and Abstracted: Paul Cezanne, Twentieth-Century Painter in Spite of Himself",Paul Cézanne,Fundación Cisneros,2003-01-01
History of the Birthplace of Simón Bolívar,Simón Bolívar,Fundación Cisneros,2003-01-01
Waltercio Caldas in conversation with / en conversación con Ariel Jiménez,Waltércio Caldas,Colección Patricia Phelps de Cisneros,2016-01-01
Jaime Davidovich in conversation with / en conversación con Daniel R. Quiles,Jaime Davidovich,Colección Patricia Phelps de Cisneros,2017-01-01
