col0,col1,col2,col3
Leipzig,113,metropolitan area Leipzig-Halle,Leipzig District
Chemnitz,298,Central German Metropolitan Region,Karl-Marx-Stadt District
Halle,87,metropolitan area Leipzig-Halle,Halle District
Chemnitz,298,Central German Metropolitan Region,Chemnitz Government Region
Düsseldorf,38,Lower Rhine Plain,Electoral Palatinate
Munich,519,Planungsregion München,Upper Bavaria
Bayreuth,344,Nuremberg Metropolitan Region,Upper Franconia
Karlsruhe,115,Upper Rhine Plain,Karlsruhe Government Region
Kassel,145,West Hesse Depression,Kassel Government Region
Düsseldorf,38,Lower Rhine Plain,Düsseldorf Government Region
Göttingen,150,Leinegraben,Göttingen district
Dresden,112,Dresden Basin,Saxony
