col0,col1,col2,col3
Bordj Bou Arréridj Province,Algeria,Bordj Bou Arréridj,Algeria
Souk Ahras Province,Algeria,Souk Ahras,Algeria
M'Sila Province,Algeria,M'Sila,Algeria
Relizane Province,Algeria,Relizane,Algeria
Laghouat Province,Algeria,Laghouat,Algeria
Jijel Province,Algeria,Jijel,Algeria
Saïda Province,Algeria,Saïda,Algeria
Batna Province,Algeria,Batna,Algeria
Mila Province,Algeria,Mila,Algeria
Tindouf Province,Algeria,Tindouf,Algeria
Tizi Ouzou Province,Algeria,Tizi Ouzou,Algeria
Adrar Province,Algeria,Adrar,Algeria
Sétif Province,Algeria,Sétif,Algeria
Blida Province,Algeria,Blida,Algeria
Tipasa Province,Algeria,Tipaza,Algeria
