col0,col1,col2,col3,col4
Diagnostic accuracy of Kato-Katz and FLOTAC for assessing anthelmintic drug efficacy,Diagnostic accuracy of Kato-Katz and FLOTAC for assessing anthelmintic drug efficacy,Jürg Utzinger,2011-04-12,evaluation study
Accurate real-time PCR strategy for monitoring bloodstream parasitic loads in chagas disease patients,Accurate real-time PCR strategy for monitoring bloodstream parasitic loads in chagas disease patients,Jaime Altcheh,2009-01-01,evaluation study
High throughput selection of effective serodiagnostics for Trypanosoma cruzi infection,High throughput selection of effective serodiagnostics for Trypanosoma cruzi infection,Rick L. Tarleton,2008-10-08,evaluation study
Wikipedia: a key tool for global public health promotion,Wikipedia: a key tool for global public health promotion,James Heilman,2011-01-01,evaluation study
Using web search query data to monitor dengue epidemics: a new model for neglected tropical disease surveillance,Using web search query data to monitor dengue epidemics: a new model for neglected tropical disease surveillance,John Brownstein,2011-05-01,evaluation study
A single multilocus sequence typing,A single multilocus sequence typing (MLST) scheme for seven pathogenic Leptospira species,Nicholas P J Day,2013-01-01,evaluation study
"Comparing diagnostic accuracy of Kato-Katz, Koga agar plate, ether-concentration, and FLOTAC for Schistosoma mansoni and soil-transmitted helminths","Comparing diagnostic accuracy of Kato-Katz, Koga agar plate, ether-concentration, and FLOTAC for Schistosoma mansoni and soil-transmitted helminths",Jürg Utzinger,2010-01-01,evaluation study
An in-depth analysis of a piece of shit: distribution of Schistosoma mansoni and hookworm eggs in human stool,An in-depth analysis of a piece of shit: distribution of Schistosoma mansoni and hookworm eggs in human stool,Jürg Utzinger,2012-01-01,evaluation study
Simultaneous epitope and transcriptome measurement in single cells.,Simultaneous epitope and transcriptome measurement in single cells.,Harold Swerdlow,2017-07-31,scientific article
Rapid MALDI-TOF mass spectrometry identification of Leptospira organisms.,Rapid MALDI-TOF mass spectrometry identification of Leptospira organisms.,Didier Raoult,2012-02-03,scientific article
Vorinostat in solid and hematologic malignancies,Vorinostat in solid and hematologic malignancies,Chandra Belani,2009-07-27,scientific article
"Meta-analysis of urine heme dipstick diagnosis of Schistosoma haematobium infection, including low-prevalence and previously-treated populations","Meta-analysis of urine heme dipstick diagnosis of Schistosoma haematobium infection, including low-prevalence and previously-treated populations",Charles H King,2013-09-12,scientific article
CT694 and pgp3 as serological tools for monitoring trachoma programs,CT694 and pgp3 as serological tools for monitoring trachoma programs,Harran Mkocha,2012-01-01,scientific article
