col0,col1,col2,col3,col4
"De Zwaluw, Burdaard",stellingmill,Burdaard,Netherlands,Rijksmonument
"Het Klaverblad, Zaandam",stellingmill,Zaandijk,Netherlands,municipal monument in the Netherlands
Crux Easton wind engine,windpump,Crux Easton,United Kingdom,Grade II listed building
"Mijn Genoegen, Arnhem",paltrock windmill,Netherlands Open Air Museum,Netherlands,municipal monument in the Netherlands
"De Held Jozua, Zaandam",paltrock windmill,Zaandam,Netherlands,Rijksmonument
"De Gekroonde Poelenburg, Zaandam",paltrock windmill,Zaandam,Netherlands,Rijksmonument
"Het Klaverblad, Zaandam",quiver windmill,Zaandijk,Netherlands,municipal monument in the Netherlands
Watermill at Singraven,gristmill,Denekamp,Netherlands,Rijksmonument
"De Graanhalm, Burgh-Haamstede",gristmill,Burgh-Haamstede,Netherlands,Rijksmonument
"De Zwaluw, Burdaard",gristmill,Burdaard,Netherlands,Rijksmonument
Watermill at Singraven,building,Denekamp,Netherlands,Rijksmonument
"Bolwerksmolen, Deventer",windmill,Steenenkamer,Netherlands,Rijksmonument
