col0,col1,col2,col3,col4,col5
1951 Spanish Grand Prix,Alberto Ascari,Spain,Juan Manuel Fangio,Pedralbes Circuit,1951-10-28
1979 Spanish Grand Prix,Jacques Laffite,Spain,Gilles Villeneuve,Circuito del Jarama,1979-04-29
1980 Spanish Grand Prix,Jacques Laffite,Spain,Alan Jones,Circuito del Jarama,1980-06-01
1981 Spanish Grand Prix,Jacques Laffite,Spain,Alan Jones,Circuito del Jarama,1981-06-21
1968 Spanish Grand Prix,Chris Amon,Spain,Jean-Pierre Beltoise,Circuito del Jarama,1968-05-12
1977 Spanish Grand Prix,Mario Andretti,Spain,Jacques Laffite,Circuito del Jarama,1977-05-08
1976 Spanish Grand Prix,James Hunt,Spain,Jochen Mass,Circuito del Jarama,1976-05-02
1975 Spanish Grand Prix,Niki Lauda,Spain,Mario Andretti,Montjuïc circuit,1975-04-27
1990 Spanish Grand Prix,Ayrton Senna,Spain,Riccardo Patrese,Circuito de Jerez,1990-09-30
1987 Spanish Grand Prix,Nelson Piquet,Spain,Gerhard Berger,Circuito de Jerez,1987-09-27
1986 Spanish Grand Prix,Ayrton Senna,Spain,Nigel Mansell,Circuito de Jerez,1986-04-13
2016 Spanish Grand Prix,Lewis Hamilton,Spain,Daniil Kvyat,Circuit de Catalunya,2016-05-15
