col0,col1,col2,col3,col4
Lac-Poulin,Beauce-Sartigan Regional County Municipality,Saint-Benoît-Labre,Saint-Benoît-Labre,enclave
Howick,Le Haut-Saint-Laurent Regional County Municipality,Très-Saint-Sacrement,Très-Saint-Sacrement,enclave
Hemmingford,Les Jardins-de-Napierville Regional County Municipality,"Hemmingford, Quebec","Hemmingford, Quebec",enclave
Lac-Simon,La Vallée-de-l'Or,Val-d'Or,Val-d'Or,enclave
Gananoque,United Counties of Leeds and Grenville,Leeds and the Thousand Islands,Leeds and the Thousand Islands,town
Westmount,Urban agglomeration of Montreal,Montreal,Montreal,city or town
Westport,United Counties of Leeds and Grenville,Rideau Lakes,Rideau Lakes,lower-tier municipality
Westmount,Urban agglomeration of Montreal,Montreal,Montreal,enclave
Westport,United Counties of Leeds and Grenville,Rideau Lakes,Rideau Lakes,village
Petilla de Aragón,Navarre,Aragon,Sos del Rey Católico,municipality of Spain
Jungholz,Reutte District,Germany,Bavaria,municipality of Austria
Petilla de Aragón,Navarre,Aragon,Sos del Rey Católico,enclave
Jungholz,Reutte District,Germany,Bavaria,enclave
Baarle-Hertog,Antwerp,Netherlands,Baarle-Nassau,exclave
