col0,col1,col2,col3,col4,col5,col6,col7
2010 Pilot Pen Tennis,2010-08-22,tennis,2010-01-01,WTA New Haven,2009 Pilot Pen Tennis (women),Women's Tennis Association,United States of America
2007 Pilot Pen Tennis,2007-08-17,tennis,2007-01-01,WTA New Haven,2006 Pilot Pen Tennis (women),Women's Tennis Association,United States of America
2004 Pilot Pen Tennis,2004-08-20,tennis,2004-01-01,WTA New Haven,2003 Pilot Pen Tennis,Women's Tennis Association,United States of America
2003 Pilot Pen Tennis,2003-08-15,tennis,2003-01-01,WTA New Haven,2002 Pilot Pen Tennis,Women's Tennis Association,United States of America
2005 Pilot Pen Tennis,2005-08-19,tennis,2005-01-01,WTA New Haven,2004 Pilot Pen Tennis,Women's Tennis Association,United States of America
2001 Pilot Pen Tennis,2001-08-17,tennis,2001-01-01,WTA New Haven,2000 Pilot Pen Tennis,Women's Tennis Association,United States of America
2012 New Haven Open at Yale,2012-08-19,tennis,2012-01-01,WTA New Haven,2011 New Haven Open at Yale,Women's Tennis Association,United States of America
2013 New Haven Open at Yale,2013-08-16,tennis,2013-01-01,tennis tournament edition,2012 New Haven Open at Yale,Women's Tennis Association,United States of America
2006 Pilot Pen Tennis,2006-08-18,tennis,2006-01-01,tennis tournament edition,2005 Pilot Pen Tennis (women),Women's Tennis Association,United States of America
2000 Pilot Pen Tennis,2000-08-18,tennis,2000-01-01,tennis tournament edition,1999 Pilot Pen Tennis,Women's Tennis Association,United States of America
2002 Pilot Pen Tennis,2002-08-16,tennis,2002-01-01,tennis tournament edition,2001 Pilot Pen Tennis,Women's Tennis Association,United States of America
1999 Pilot Pen Tennis,1999-08-20,tennis,1999-01-01,tennis tournament edition,1998 Pilot Pen International,Women's Tennis Association,United States of America
