col0,col1,col2,col3,col4
"Dedenborn, Talaue des Püngel-, Wüstebaches und Erkensruhroberlauf",2001-03-01,Eifel National Park,Erkensruhr,Lycaena helle
Kalltal und Nebentäler,2001-03-01,Kranzbach und Kranzbruchvenn,Kall,Lycaena helle
Oberlauf der Rur,2001-03-01,Tiefenbachtal bei Simmerath mit Nebenbächen,Rur,Lycaena helle
Bachsystem des Wienbaches,1999-01-01,Rhader Wiesen,Wien-Bach,European brook lamprey
Wupper östlich Wuppertal,1999-01-01,Wupper Osthang,Wupper,European brook lamprey
Wupper von Leverkusen bis Solingen,1999-01-01,Tal- und Hangbereiche der Wupper mit Seitenbächen,Wupper,European brook lamprey
Wupper östlich Wuppertal,1999-01-01,Wupper bei Radevormwald,Wupper,European brook lamprey
Wupper von Leverkusen bis Solingen,1999-01-01,Weinsberger Bachtal,Wupper,European brook lamprey
Wupper östlich Wuppertal,1999-01-01,Wupperschleife Bilstein-Daipenbecke,Wupper,European brook lamprey
Wälder und Quellen des Almetals,1999-01-01,Almetal,Alme,European brook lamprey
"Teilabschnitte Lippe- Unna, Hamm, Soest, Warendorf",2000-01-01,Lippeaue,Lippe,European brook lamprey
Siegaue und Siegmündung,1999-01-01,Siegaue,Sieg,European brook lamprey
