col0,col1,col2,col3
Federated States of Micronesia,336427532.88,103549,President of the Federated States of Micronesia
Saint Vincent and the Grenadines,789629629.62963,109373,Prime Minister of Saint Vincent and the Grenadines
Saint Lucia,1712306555.55556,178844,Prime Minister of Saint Lucia
Saint Kitts and Nevis,945854481.481481,54191,Prime Minister of St Kitts and Nevis
Trinidad and Tobago,22104775828.46,1341151,Prime Minister of Trinidad and Tobago
Qatar,167605219780.22,2168673,Prime Minister of Qatar
Nepal,24472013233.8472,29400000,Prime Minister of Nepal
Grenada,1118816679.40741,107825,Prime Minister of Grenada
Oman,72642652795.8387,3632444,Sultan of Oman
Costa Rica,57057372468.0383,4872166,President of Costa Rica
