col0,col1,col2,col3
Provincial road N325,trunk road,Bundesstraße 9,28
Provinciale weg 278,trunk road,Bundesstraße 1,30
N261 road,trunk road,Tilburg-Noord A65 junction,18
A256 motorway,trunk road,A59 motorway,23
N220 road,trunk road,N211 road,8
Provincial road N367,trunk road,A7 motorway,13.3
Provincial road N34,rijksweg,A28 motorway,88
Provincial road N325,controlled-access highway,Bundesstraße 9,28
N261 road,controlled-access highway,Tilburg-Noord A65 junction,18
A256 motorway,controlled-access highway,A59 motorway,23
