col0,col1,col2,col3
Brattforsen,Sweden,447,Västerbotten County
Kittelforsen,Sweden,492,Dalarna County
Fjätfallen,Sweden,424,Dalarna County
Borgforsen,Sweden,400,Dalarna County
Håvrahällan,Sweden,162,Gävleborg County
Kurrakalinka,Sweden,421,Norrbotten County
Krokforsen,Sweden,143,Norrbotten County
Keskikoski,Sweden,309,Norrbotten County
Kentakoski,Sweden,468,Norrbotten County
Kattilakuoika,Sweden,500,Norrbotten County
Kangosenkoski,Sweden,199,Norrbotten County
Holmforsen,Sweden,52,Norrbotten County
Gumsforsen,Sweden,27,Norrbotten County
Brattforsen,Sweden,110,Norrbotten County
