col0,col1,col2,col3,col4
Aus dem Beamtenleben,collection of articles,Die Gartenlaube,1857-01-01,Der Herr Director
Alte Städte und altes Bürgerthum,collection of articles,Die Gartenlaube,1868-01-01,Nürnberg im Norden
Erinnerungen aus dem Schleswig-Holsteinschen Kriege,collection of articles,Die Gartenlaube,1861-01-01,Tann’sche Freischaaren in dem Gefechte bei Hoptrup
Aus dem Beamtenleben,series of creative works,Die Gartenlaube,1857-01-01,Der Herr Director
Alte Städte und altes Bürgerthum,series of creative works,Die Gartenlaube,1868-01-01,Nürnberg im Norden
Erinnerungen aus dem Schleswig-Holsteinschen Kriege,series of creative works,Die Gartenlaube,1861-01-01,Tann’sche Freischaaren in dem Gefechte bei Hoptrup
Epische Briefe,collection of articles,Die Gartenlaube,1874-01-01,Epische Briefe
Bilderschau in meinem Zimmer,collection of articles,Die Gartenlaube,1865-01-01,Bilderschau in meinem Zimmer
Epische Briefe,series of creative works,Die Gartenlaube,1874-01-01,Epische Briefe
Bilderschau in meinem Zimmer,series of creative works,Die Gartenlaube,1865-01-01,Bilderschau in meinem Zimmer
Convergent Margin Terranes and Associated Regions: A Tribute to W.G. Ernst,collection of articles,Geological Society of America Special Papers,2007-01-01,"Finding of high-grade tectonic blocks from the New Idria serpentinite body, Diablo Range, California: Petrologic constraints on the tectonic evolution of an active serpentinite diapir"
Evolution of sedimentary basins: North Slope Basin,report,Geological Society of America Bulletin,1992-01-01,"Age of tephra beds at the Ocean Point dinosaur locality, North Slope, Alaska, based on K-Ar and ⁴⁰Ar/³⁹Ar analyses"
