col0,col1,col2,col3
Rother,Rother District Council,1974-04-01,Bexhill
South Kesteven,South Kesteven District Council,1974-04-01,Grantham
Taunton Deane,Taunton Deane Borough Council,1974-04-01,Taunton
East Northamptonshire,East Northamptonshire Council,1974-04-01,Thrapston
Harborough,Harborough District Council,1974-04-01,Market Harborough
North Warwickshire,North Warwickshire Borough Council,1974-04-01,Atherstone
Gedling,Gedling Borough Council,1974-04-01,Arnold
Thanet,Thanet District Council,1974-04-01,Margate
South Somerset,South Somerset District Council,1974-04-01,Yeovil
Craven,Craven District Council,1974-04-01,Skipton
East Cambridgeshire,East Cambridgeshire District Council,1974-04-01,Ely
North Norfolk,North Norfolk District Council,1974-04-01,Cromer
Stratford-on-Avon,Stratford-on-Avon District Council,1974-04-01,Stratford-upon-Avon
