col0,col1,col2,col3,col4,col5
Lake Lillian Township,36.2,Lake Lillian,Kandiyohi County,340,United States of America
Houston Township,33.5,Sam Houston,Houston County,229,United States of America
Itasca Township,35.9,Lake Itasca,Clearwater County,460,United States of America
Minerva Township,36.1,Minerva,Clearwater County,459,United States of America
Leon Township,37.8,Kingdom of León,Goodhue County,364,United States of America
Roscoe Township,35.8,Roscoe,Goodhue County,363,United States of America
Sago Township,34.4,sago pudding,Itasca County,385,United States of America
Mantrap Township,35.8,Mantrap Lake,Hubbard County,439,United States of America
Nevis Township,33.5,Ben Nevis,Hubbard County,439,United States of America
Hallock Township,33.9,Charles Hallock,Kittson County,246,United States of America
Hill Township,32.3,James J. Hill,Kittson County,243,United States of America
Preble Township,35.8,Edward Preble,Fillmore County,345,United States of America
