col0,col1,col2,col3,col4,col5,col6
Orkney Islands,historic county of the United Kingdom,Kirkwall,988.7994,Scotland,United Kingdom,22190
Shetland Islands,historic county of the United Kingdom,Lerwick,1468.0525,Scotland,United Kingdom,23210
Perth and Kinross,Scottish district,Perth,5285.6035,Scotland,United Kingdom,151290
West Lothian,Scottish district,Livingston,427.7419,Scotland,United Kingdom,182140
Angus,Scottish district,Forfar,2181.6419,Scotland,United Kingdom,116040
Argyll and Bute,Scottish district,Lochgilphead,6908.6739,Scotland,United Kingdom,86260
Aberdeen City,Scottish council area,Aberdeen,185.7166,Scotland,United Kingdom,227560
City of Edinburgh,Scottish council area,Edinburgh,263.3518,Scotland,United Kingdom,518500
Dundee City,Scottish council area,Dundee,59.8309,Scotland,United Kingdom,148750
East Renfrewshire,Scottish council area,Giffnock,174.2495,Scotland,United Kingdom,95170
East Dunbartonshire,Scottish council area,Kirkintilloch,174.4888,Scotland,United Kingdom,108330
