col0,col1,col2,col3,col4,col5
West Virginia,West Virginia Legislature,-37,outline of West Virginia,Tucker County,Charleston
Virginia,Virginia General Assembly,-30,outline of Virginia,Covington,Richmond
New York,New York State Legislature,-52,outline of New York,Broome County,Albany
North Carolina,North Carolina General Assembly,-34,outline of North Carolina,Edgecombe County,Raleigh
Texas,Texas Legislature,-23,outline of Texas,Lampasas County,Austin
Louisiana,Louisiana State Legislature,-16,outline of Louisiana,Ascension Parish,Baton Rouge
Missouri,Missouri General Assembly,-40,outline of Missouri,Douglas County,Jefferson City
South Dakota,South Dakota Legislature,-58,outline of South Dakota,Day County,Pierre
North Dakota,North Dakota Legislative Assembly,-60,outline of North Dakota,Bowman County,Bismarck
Illinois,Illinois General Assembly,-38,outline of Illinois,Monroe County,Springfield
