col0,col1,col2,col3,col4,col5,col6,col7
RETRACTED: Calcium channel blockers attenuate cardiovascular responses to tracheal extubation in hypertensive patients,RETRACTED: Calcium channel blockers attenuate cardiovascular responses to tracheal extubation in hypertensive patients,circulatory system,retracted paper,Yoshitaka Fujii,1998-07-01,Canadian Journal of Anaesthesia,English
"RETRACTED: Influence of dopexamine on hemodynamics, intramucosal pH, and regulators of the macrocirculation and microcirculation in patients undergoing abdominal aortic surgery","RETRACTED: Influence of dopexamine on hemodynamics, intramucosal pH, and regulators of the macrocirculation and microcirculation in patients undergoing abdominal aortic surgery",hemodynamics,retracted paper,Joachim Boldt,2000-06-01,Journal of Cardiothoracic and Vascular Anesthesia,English
RETRACTED: Combination Antiemetic Regimens for Prevention of Postoperative Nausea and Vomiting: Focus on High-Risk Patients,RETRACTED: Combination Antiemetic Regimens for Prevention of Postoperative Nausea and Vomiting: Focus on High-Risk Patients,postoperative nausea and vomiting,retracted paper,Yoshitaka Fujii,2002-01-01,Clinical Drug Investigation,English
Down-regulation of Platelet-Derived Growth Factor-D Inhibits Cell Growth and Angiogenesis through Inactivation of Notch-1 and Nuclear Factor-κB Signaling,Down-regulation of Platelet-Derived Growth Factor-D Inhibits Cell Growth and Angiogenesis through Inactivation of Notch-1 and Nuclear Factor-κB Signaling,cancer research,retracted paper,Fazlul H. Sarkar,2007-12-01,Cancer Research,English
RETRACTED: Modeling flow in a compromised pediatric airway breathing air and heliox,RETRACTED: Modeling flow in a compromised pediatric airway breathing air and heliox,breathing,retracted paper,Ephraim Gutmark,2009-01-01,The Laryngoscope,English
Exercise induces interleukin-8 expression in human skeletal muscle,Exercise induces interleukin-8 expression in human skeletal muscle,interleukin,retracted paper,Milena Penkowa,2005-03-01,The Journal of Physiology,English
RETRACTED: Immunohistochemical detection of interleukin-6 in human skeletal muscle fibers following exercise,RETRACTED: Immunohistochemical detection of interleukin-6 in human skeletal muscle fibers following exercise,interleukin,retracted paper,Milena Penkowa,2003-11-01,FASEB Journal,English
RETRACTED: Metallothionein I+II expression and their role in experimental autoimmune encephalomyelitis,RETRACTED: Metallothionein I+II expression and their role in experimental autoimmune encephalomyelitis,experimental autoimmune encephalomyelitis,retracted paper,Milena Penkowa,2000-12-01,Glia,English
RETRACTED: The Association between the Parents' Knowledge of Carbohydrate Counting and the Glycaemic Control of the Children with Type 1 Diabetes.,RETRACTED: The Association between the Parents' Knowledge of Carbohydrate Counting and the Glycaemic Control of the Children with Type 1 Diabetes.,Type one diabetes mellitus,retracted paper,Priyanga Ranasinghe,2018-06-19,International Journal of Pediatrics,English
RETRACTED: Granisetron/Dexamethasone Combination for Reducing Nausea and Vomiting During and After Spinal Anesthesia for Cesarean Section,RETRACTED: Granisetron/Dexamethasone Combination for Reducing Nausea and Vomiting During and After Spinal Anesthesia for Cesarean Section,dexamethasone,scientific article,Yoshitaka Fujii,1999-06-01,Anesthesia & Analgesia,English
