col0,col1,col2,col3
Firefox OS,Mozilla Corporation,free license,Cascading Style Sheets
Android,Google,"GNU General Public License, version 2.0",XML Schema
CyanogenMod,Cyanogen Inc,Android Open Source Project,C
iPadOS,Apple Inc.,proprietary software license,C
iOS 13,Apple Inc.,proprietary software license,C
MIUI,Xiaomi,"Apache Software License, Version 2.0",C
Android,Google,"GNU General Public License, version 2.0",C
MIUI,Xiaomi,"GNU General Public License, version 3.0",C
Huawei EMUI,Huawei,proprietary license,C
iPadOS,Apple Inc.,proprietary license,C
iOS,Apple Inc.,proprietary license,C
Windows Phone 8.1,Microsoft,end-user license agreement,C
Windows Phone,Microsoft,end-user license agreement,C
CyanogenMod,Cyanogen Inc,Apache License,C
Wear OS,Google,Apache License,C
