col0,col1,col2,col3
Malešov,Czech Republic,Albrechtice,market town
Machov,Czech Republic,Bělý,market town
Loučeň,Czech Republic,Patřín,market town
Pavlíkov,Czech Republic,Tytry,market town
Měcholupy,Czech Republic,Želeč,market town
Lhenice,Czech Republic,Hrbov,market town
Levín,Czech Republic,Horní Vysoké,market town
Ledenice,Czech Republic,Ohrazení (Ledenice),market town
Trhová Kamenice,Czech Republic,Hluboká (Trhová Kamenice),market town
Krucemburk,Czech Republic,Hluboká,market town
Klenčí pod Čerchovem,Czech Republic,Černá Řeka,market town
Pecka,Czech Republic,Bukovina u Pecky,market town
Havlíčkova Borová,Czech Republic,Železné Horky,cadastral area in the Czech Republic
Červené Pečky,Czech Republic,Bohouňovice I,cadastral area in the Czech Republic
