col0,col1,col2,col3,col4,col5,col6
2007 ASB Classic,2006 ASB Classic,2007 WTA Tour,ASB Tennis Centre,ASB Classic,2008 ASB Classic,tennis
1997 ASB Classic,1996 Amway Classic,1997 WTA Tour,ASB Tennis Centre,ASB Classic,1998 ASB Classic,tennis
2011 ASB Classic,2010 ASB Classic,WTA International tournaments,ASB Tennis Centre,ASB Classic,2012 ASB Classic,tennis
2012 ASB Classic,2011 ASB Classic,WTA International tournaments,ASB Tennis Centre,ASB Classic,2013 ASB Classic,tennis
2001 ASB Classic,2000 ASB Classic,2000 WTA Tour,ASB Tennis Centre,ASB Classic,2002 ASB Classic,tennis
2003 ASB Classic,2002 ASB Classic,2003 WTA Tour,ASB Tennis Centre,tennis tournament edition,2004 ASB Classic,tennis
1999 ASB Classic,1998 ASB Classic,1999 WTA Tour,ASB Tennis Centre,tennis tournament edition,2000 ASB Classic,tennis
2005 ASB Classic,2004 ASB Classic,2005 WTA Tour,ASB Tennis Centre,tennis tournament edition,2006 ASB Classic,tennis
2003 ASB Classic,2002 ASB Classic,2003 WTA Tour,ASB Tennis Centre,ASB Classic,2004 ASB Classic,tennis
1999 ASB Classic,1998 ASB Classic,1999 WTA Tour,ASB Tennis Centre,ASB Classic,2000 ASB Classic,tennis
2005 ASB Classic,2004 ASB Classic,2005 WTA Tour,ASB Tennis Centre,ASB Classic,2006 ASB Classic,tennis
1998 ASB Classic,1997 ASB Classic,1998 WTA Tour,ASB Tennis Centre,tennis tournament edition,1999 ASB Classic,tennis
1996 Amway Classic,1995 Amway Classic,1996 WTA Tour,ASB Tennis Centre,tennis tournament edition,1997 ASB Classic,tennis
