col0,col1,col2,col3
Gdov Kremlin,Russia,former building or structure,cultural heritage site in Russia
Kugelbake,Germany,landmark,Kulturdenkmal
Funkerberg,Germany,geographic location,architectural heritage monument
Berlin-Köpenick station,Germany,S-Bahn station,architectural heritage monument
National Library of Kosovo,Kosovo,college library,cultural heritage monument of Kosovo
Funkerberg,Germany,technical monument,architectural heritage monument
Kerek Mosque,Serbia,historic site,cultural heritage monument of Kosovo
Fshajt Bridge,Kosovo,historic site,cultural heritage monument of Kosovo
Gazi Mehmet Pasha's Mosque,Kosovo,historic site,cultural heritage monument of Kosovo
Gdov Kremlin,Russia,historic site,cultural heritage site in Russia
Hadum Mosque,Serbia,historic site,Cultural Monument of Exceptional Importance
"Bajrakli Mosque, Peć",Kosovo,historic site,Cultural Monument of Exceptional Importance
Sinan Pasha Mosque,Kosovo,historic site,Cultural Monument of Exceptional Importance
Prishtina Clock Tower,Kosovo,historic site,cultural heritage monument of Kosovo
