col0,col1,col2,col3
2018 Tour of Slovenia,2017 Tour of Slovenia,2018-06-17,2019 Tour of Slovenia
2017 Tour of Slovenia,2016 Tour of Slovenia,2017-06-18,2018 Tour of Slovenia
2016 Tour of Slovenia,2015 Tour of Slovenia,2016-06-19,2017 Tour of Slovenia
2014 Tour of Slovenia,2013 Tour of Slovenia,2014-06-22,2015 Tour of Slovenia
2010 Tour of Slovenia,2009 Tour of Slovenia,2010-06-20,2011 Tour of Slovenia
2009 Tour of Slovenia,2008 Tour of Slovenia,2009-06-21,2010 Tour of Slovenia
2007 Tour of Slovenia,2006 Tour of Slovenia,2007-06-16,2008 Tour of Slovenia
2001 Tour of Slovenia,2000 Tour of Slovenia,2001-05-13,2002 Tour of Slovenia
2004 Tour of Slovenia,2003 Tour of Slovenia,2004-05-09,2005 Tour of Slovenia
1998 Tour of Slovenia,1996 Tour of Slovenia,1998-05-10,1999 Tour of Slovenia
2012 Tour of Slovenia,2011 Tour of Slovenia,2012-06-17,2013 Tour of Slovenia
2005 Tour of Slovenia,2004 Tour of Slovenia,2005-06-12,2006 Tour of Slovenia
2003 Tour of Slovenia,2002 Tour of Slovenia,2003-05-11,2004 Tour of Slovenia
