col0,col1,col2,col3,col4,col5,col6
Sancti Spíritus,75,1150700000,Eastern Time Zone,big city,Novellara,1514-01-01
Holguín,150,655900000,Eastern Time Zone,big city,Santa Fe,1523-01-01
Santa Clara,125,514,UTC−05:00,big city,Cheboksary,1689-07-15
Cienfuegos,25,333000000,UTC−05:00,big city,Cambridge,1819-04-22
Santiago de Cuba,82,1032.29,UTC−05:00,big city,Lisbon,1514-01-01
Camagüey,5,1106000000,Eastern Time Zone,big city,Madison,1514-01-01
Sancti Spíritus,75,1150700000,Eastern Time Zone,municipality of Cuba,Novellara,1514-01-01
Banes,100,781,Eastern Time Zone,municipality of Cuba,Sant Vicenç dels Horts,1887-01-01
Mella,120,335.2,UTC−05:00,municipality of Cuba,Castel San Giorgio,1976-01-01
Caimito,95,238,Eastern Time Zone,municipality of Cuba,Barañáin,1910-01-01
San Luis,200,498,UTC−05:00,municipality of Cuba,Elda,1827-01-01
