col0,col1,col2,col3,col4,col5,col6,col7
Main-Kinzig-Kreis,202,Bad Kissingen,Germany,UTC+01:00,rural district of Hesse,Gründau,Darmstadt Government Region
Groß-Gerau,87,Mainz,Germany,UTC+01:00,rural district of Hesse,Groß-Gerau,Darmstadt Government Region
Main-Kinzig-Kreis,202,Offenbach,Germany,UTC+01:00,rural district of Hesse,Bruchköbel,Darmstadt Government Region
Fulda,297,Vogelsbergkreis,Germany,UTC+02:00,rural district of Hesse,Flieden,Kassel Government Region
Waldeck-Frankenberg,374,Siegen-Wittgenstein,Germany,UTC+01:00,rural district of Hesse,Waldeck,Kassel Government Region
Marburg-Biedenkopf,284,Siegen-Wittgenstein,Germany,UTC+01:00,rural district of Hesse,Marburg,Giessen Government Region
Fulda,297,Thuringia,Germany,UTC+01:00,rural district of Hesse,Hilders,Kassel Government Region
Groß-Gerau,87,Offenbach,Germany,UTC+01:00,rural district of Hesse,Rüsselsheim am Main,Darmstadt Government Region
Odenwaldkreis,233,Kreis Bergstraße,Germany,UTC+01:00,rural district of Hesse,Bad König,Darmstadt Government Region
Kreis Bergstraße,252,Odenwaldkreis,Germany,UTC+01:00,rural district of Hesse,"Rimbach, Hesse",Darmstadt Government Region
Main-Kinzig-Kreis,202,Frankfurt am Main,Germany,UTC+01:00,rural district of Hesse,Hanau,Darmstadt Government Region
Main-Taunus-Kreis,245,Hochtaunuskreis,Germany,UTC+01:00,rural district of Hesse,Hattersheim am Main,Darmstadt Government Region
Fulda,297,Bavaria,Germany,UTC+01:00,rural district of Hesse,Gersfeld,Kassel Government Region
Main-Taunus-Kreis,245,Rheingau-Taunus-Kreis,Germany,UTC+02:00,rural district of Hesse,Hochheim am Main,Darmstadt Government Region
