col0,col1,col2,col3
Tapestry,Star Trek multiverse,The Autobiography of Jean-Luc Picard,English
The Measure of a Man,Star Trek multiverse,The Autobiography of Jean-Luc Picard,English
Remembrance,San Francisco,Children of Mars,English
The Cage,Talos Ⅳ,Q&A,English
Trials and Tribble-ations,Deep Space 9,Nobody Knows the Tribbles I've Seen,English
Schisms,Star Trek multiverse,Sphere of Influence,English
"Tinker, Tenor, Doctor, Spy",Delta Quadrant,Alliances,English
Dragon's Teeth,Vaadwaur,Revelations,English
Homestead,Delta Quadrant,Reunion,English
Captain's Holiday,Risa,Vorgon Conclusions,English
The Changing Face of Evil,Deep Space 9,Vorgon Conclusions,English
"Such Sweet Sorrow, Part 1",Xahea,Runaway,English
The Cage,Talos Ⅳ,If Memory Serves,English
Where No Man Has Gone Before,Delta Vega,The Autobiography of James T. Kirk,English
