col0,col1,col2,col3,col4,col5
Tsikolaky,376,commune of Madagascar,Bekily District,Madagascar,UTC+03:00
Tsiatosika,20,commune of Madagascar,Mananjary,Madagascar,UTC+03:00
Tsiately,18,commune of Madagascar,Vangaindrano,Madagascar,UTC+03:00
Tsianisiha,54,commune of Madagascar,Toliara II,Madagascar,UTC+03:00
Tsiamalao,264,commune of Madagascar,Befandriana-Nord District,Madagascar,UTC+03:00
Tsiafajavona Ankaratra,1603,commune of Madagascar,Ambatolampy District,Madagascar,UTC+03:00
Tsaravary,11,commune of Madagascar,Mananjary,Madagascar,UTC+03:00
"Tsaratanana, Mandritsara",335,commune of Madagascar,Mandritsara District,Madagascar,UTC+03:00
"Tsaratanana, Ifanadiana",463,commune of Madagascar,Ifanadiana,Madagascar,UTC+03:00
"Tsaratanana, Boriziny",38,commune of Madagascar,Boriziny-Vaovao (district),Madagascar,UTC+03:00
