col0,col1,col2,col3,col4
Kōshin-tō Dōhyō,stone,Meiji period,1875-02-01,Japan
Kōshin-tō,stone,Bunka,1806-03-01,Japan
Kōshin-tō,stone,Tenpō,1844-03-01,Japan
Kōshin-tō 2,stone,Bunsei,1721-03-01,Japan
Katatezaru-Koshin-to,stone,Genroku,1691-11-01,Japan
Kōshin-tō,stone,Genroku,1697-11-28,Japan
Kōshin-tō 1,stone,Kansei,1796-07-17,Japan
Kōshin-tō,stone,Kansei,1800-01-01,Japan
Kōshin-tō,stone,Hōreki,1761-07-01,Japan
Kōshin-tō,stone,Tenmei,1788-12-01,Japan
Kōshin-tō,stone,Man'en,1860-12-01,Japan
Kōshin-tō 1,stone,Shōtoku,1715-11-04,Japan
Kōshin-tō,stone,Shōtoku,1712-04-01,Japan
