col0,col1,col2,col3,col4,col5,col6
Oklahoma Sports Hall of Fame ID,Nadia Comăneci,single value constraint,United States of America,Oklahoma Sports Hall of Fame,Oklahoma,Wikidata property related to a sports hall of fame
North Carolina Sports Hall of Fame ID,Ricky Proehl,single value constraint,United States of America,North Carolina Sports Hall of Fame,North Carolina,Wikidata property related to a sports hall of fame
New Mexico Sports Hall of Fame ID,Bobby Unser,single value constraint,United States of America,New Mexico Sports Hall of Fame,New Mexico,Wikidata property related to a sports hall of fame
Mississippi Sports Hall of Fame ID,Mildrette Netter,single value constraint,United States of America,Mississippi Sports Hall of Fame,Mississippi,Wikidata property related to a sports hall of fame
Louisiana Sports Hall of Fame ID,Chanda Rubin,single value constraint,United States of America,Louisiana Sports Hall of Fame,Louisiana,Wikidata property related to a sports hall of fame
Kansas Sports Hall of Fame ID,Shalee Lehning,single value constraint,United States of America,Kansas Sports Hall of Fame,Kansas,Wikidata property related to a sports hall of fame
Hawai‘i Sports Hall of Fame ID,David Ishii,single value constraint,United States of America,Hawaii Sports Hall of Fame,Hawaii,Wikidata property related to a sports hall of fame
Tennessee Sports Hall of Fame athlete ID,Barbara Jones,single value constraint,United States of America,Tennessee Sports Hall of Fame,Tennessee,Wikidata property for authority control for people
Oklahoma Sports Hall of Fame ID,Nadia Comăneci,single value constraint,United States of America,Oklahoma Sports Hall of Fame,Oklahoma,Wikidata property for authority control for people
North Carolina Sports Hall of Fame ID,Ricky Proehl,single value constraint,United States of America,North Carolina Sports Hall of Fame,North Carolina,Wikidata property for authority control for people
New Mexico Sports Hall of Fame ID,Bobby Unser,single value constraint,United States of America,New Mexico Sports Hall of Fame,New Mexico,Wikidata property for authority control for people
Mississippi Sports Hall of Fame ID,Mildrette Netter,single value constraint,United States of America,Mississippi Sports Hall of Fame,Mississippi,Wikidata property for authority control for people
Louisiana Sports Hall of Fame ID,Chanda Rubin,single value constraint,United States of America,Louisiana Sports Hall of Fame,Louisiana,Wikidata property for authority control for people
