col0,col1,col2,col3,col4,col5
Čovjek u futroli,1959-01-01,The Man in the Case,Yugoslavia,Daniel Marušić,Pavle Bogdanović
Ujkin san,1959-01-01,Uncle's Dream,Yugoslavia,Daniel Marušić,Ivo Štivičić
Ljubov Jarovaja,1967-11-10,Lyubov Yarovaya,Yugoslavia,Daniel Marušić,Daniel Marušić
Siva bilježnica,1961-01-01,The Thibaults,Yugoslavia,Daniel Marušić,Daniel Marušić
Tonkina jedina ljubav,1965-03-02,Tonkina jedina ljubav,Yugoslavia,Ivan Hetrich,Krešo Novosel
Smrt u čizmama,1964-01-01,Smrt u čizmama,Yugoslavia,Ivan Hetrich,Ivan Hetrich
Prah,1980-03-10,Prah,Yugoslavia,Vladimir Fulgosi,Vladimir Fulgosi
Krokodil,1960-01-01,The Crocodile,Yugoslavia,Anton Marti,Ivo Štivičić
Zakopajte mrtve,1969-01-01,Bury the Dead,Yugoslavia,Aleksandar Đorđević,Aleksandar Đorđević
Kućevlasnik i palikuća,1973-01-01,The Fire Raisers,Yugoslavia,Branko Pleša,Branko Pleša
Nirnberški epilog,1971-01-01,Epilog norymberski,Yugoslavia,Jerzy Antczak,Jerzy Antczak
Novela od Stanca,1959-01-01,Novela od Stanca,Yugoslavia,Sava Mrmak,Aleksandar Obrenović
Vražji otok,1960-01-01,Vražji otok,Yugoslavia,Ivan Hetrich,Ivo Štivičić
