col0,col1,col2,col3
Ķekava Municipality,Latvia,2009-01-01,first-level administrative country subdivision
Babīte Municipality,Latvia,2009-01-01,first-level administrative country subdivision
Dagda Municipality,Latvia,2009-01-01,municipality of Latvia
Baltinava Municipality,Latvia,2009-01-01,municipality of Latvia
Ape Municipality,Latvia,2010-01-01,municipality of Latvia
Ikšķile Municipality,Latvia,2009-01-01,municipality of Latvia
Iecava Municipality,Latvia,2009-01-01,municipality of Latvia
Kuldīga Municipality,Latvia,2009-01-01,municipality of Latvia
Cesvaine Municipality,Latvia,2009-01-01,municipality of Latvia
Ogre Municipality,Latvia,2002-01-01,municipality of Latvia
Grobiņa Municipality,Latvia,2009-01-01,municipality of Latvia
