col0,col1,col2,col3,col4,col5
Denpasar,Veracruz,1788-02-27,123.98,UTC+08:00,4
Makassar,Constanța,1607-11-09,175.77,UTC+08:00,15
Denpasar,George Town,1788-02-27,123.98,UTC+08:00,4
Makassar,Samarinda,1607-11-09,175.77,UTC+08:00,15
Singkawang,Miri,1771-10-23,504,UTC+07:00,2
Yogyakarta,Commewijne District,1756-10-07,32.5,UTC+07:00,113
Padang,Beit Lahia,1669-08-07,694000000,UTC+07:00,3
Singkawang,Bintulu,1771-10-23,504,UTC+07:00,2
Surabaya,Jeddah,1293-06-07,351,UTC+07:00,5
Medan,Jeddah,1590-07-01,265100000,UTC+07:00,26
Yogyakarta,Ipoh,1756-10-07,32.5,UTC+07:00,113
