col0,col1,col2,col3,col4
Rhine Bridge,2010-12-01,France,international bridge,Rhine
King Fahd Causeway,1986-11-12,Bahrain,international bridge,Persian Gulf
Holzbrücke Bad Säckingen,1272-01-01,Switzerland,international bridge,Rhine
San Roque González de Santa Cruz Bridge,1990-04-02,Argentina,international bridge,Paraná River
Gateway to the Americas International Bridge,1954-01-01,United States of America,international bridge,Rio Grande
Fourth Thai–Lao Friendship Bridge,2013-12-11,Laos,international bridge,Mekong River
Queen Louise bridge,1907-01-01,Lithuania,international bridge,Neman River
Afghanistan–Uzbekistan Friendship Bridge,1982-01-01,Uzbekistan,international bridge,Amu Darya
Victoria Falls Bridge,1905-09-12,Zambia,international bridge,Zambezi River
Øresund Bridge,2000-07-01,Sweden,international bridge,Øresund
