col0,col1,col2,col3,col4,col5,col6
Karnataka,Vajubhai Vala,India,India,Andhra Pradesh,B. S. Yeddyurappa,61130704
Tripura,Tathagata Roy,India,India,Mizoram,Manik Sarkar,3673917
West Bengal,Keshari Nath Tripathi,India,India,Bihar,Mamata Banerjee,91276115
Bihar,Ram Nath Kovind,India,India,Jharkhand,Nitish Kumar,103804637
Goa,Mridula Sinha,India,India,Karnataka,Pramod Sawant,1458545
Haryana,Kaptan Singh Solanki,India,India,Himachal Pradesh,Manohar Lal Khattar,27761063
Maharashtra,Chennamaneni Vidyasagar Rao,India,India,Chhattisgarh,Devendra Fadnavis,112372972
Gujarat,Om Prakash Kohli,India,India,Madhya Pradesh,Vijay Rupani,60383628
Assam,Banwarilal Purohit,India,India,Manipur,Sarbananda Sonowal,31205576
Arunachal Pradesh,B. D. Mishra,India,India,Assam,Pema Khandu,1382611
Manipur,Najma Heptulla,India,India,Assam,Nongthombam Biren Singh,2855794
Jammu and Kashmir,Satya Pal Malik,India,India,Himachal Pradesh,Mehbooba Mufti,12541302
Tamil Nadu,Banwarilal Purohit,India,India,Karnataka,K. Palanisamy,72147030
Himachal Pradesh,Acharya Dev Vrat,India,India,Jammu and Kashmir,Jai Ram Thakur,6864602
Meghalaya,Tathagata Roy,India,India,Assam,Conrad Sangma,3211000
