col0,col1,col2,col3,col4
Attogon,Benin,arrondissement of Benin,124,Allada
Atchoukpa,Benin,arrondissement of Benin,31,Avrankou
Anandana,Benin,arrondissement of Benin,361,Copargo
Akpassi,Benin,arrondissement of Benin,274,Bantè
Akpadanou,Benin,arrondissement of Benin,28,Adjohoun
Akassato,Benin,arrondissement of Benin,13,Abomey-Calavi
Adjido,Benin,arrondissement of Benin,92,Toviklin
Adjaha,Benin,arrondissement of Benin,4,Grand-Popo
Kaboua,Benin,arrondissement of Benin,219,Savé
Donwari,Benin,arrondissement of Benin,313,Kandi
Tomboutou,Benin,arrondissement of Benin,171,Malanville
