col0,col1,col2,col3,col4,col5
Vogelschutzgebiet Hellwegbörde,Black Stork,Salzkotten,Hellweg Börde,48378.58,Germany
Vogelschutzgebiet Luerwald und Bieberbach,Black Stork,Märkischer Kreis,Bieberbach,2633.55,Germany
Vogelschutzgebiet Egge,Black Stork,Warburg,Eggegebirge,7164.02,Germany
VSG Lippeaue zwischen Hamm und Lippstadt mit Ahsewiesen,Corn Crake,Lippetal,Hamm,2301.23,Germany
Vogelschutzgebiet Hellwegbörde,Red Kite,Erwitte,Hellweg Börde,48378.58,Germany
VSG Lippeaue zwischen Hamm und Lippstadt mit Ahsewiesen,Eurasian Hobby,Hamm,Hamm,2301.23,Germany
Vogelschutzgebiet Hellwegbörde,Little Ringed Plover,Lippstadt,Hellweg Börde,48378.58,Germany
VSG Lippeaue zwischen Hamm und Lippstadt mit Ahsewiesen,Eurasian Hobby,Ahlen,Hamm,2301.23,Germany
Vogelschutzgebiet Wälder und Wiesen bei Burbach und Neunkirchen,Corn Crake,Neunkirchen,Neunkirchen,4654.56,Germany
Vogelschutzgebiet Kermeter-Hetzinger Wald,Red-backed Shrike,Schleiden,Hetzinger Wald,4771.15,Germany
Senne mit Teutoburger Wald,Common Crane,Gütersloh,Teutoburg Forest,15359.68,Germany
Ismaninger Speichersee und Fischteiche,Black-crowned Night Heron,Pliening,Ismaninger Speichersee,1009.56,Germany
Mangfallgebirge,Eurasian Woodcock,Miesbach,Mangfall Mountains,15901.61,Germany
Mittlere Oderniederung,Common Crane,Märkisch-Oderland District,Oder,31717.04,Germany
