col0,col1,col2,col3,col4
2019 Tour de Langkawi,Benjamin Dyball,2019-04-13,2020 Tour de Langkawi,2.HC
2018 Tour de Langkawi,Andrea Guardini,2018-03-25,2019 Tour de Langkawi,2.HC
2017 Tour de Langkawi,John Bohn Ebsen,2017-03-01,2018 Tour de Langkawi,2.HC
2016 Tour de Langkawi,Andrea Guardini,2016-03-02,2017 Tour de Langkawi,2.HC
2014 Tour de Langkawi,Samad Pourseyedi,2014-03-08,2015 Tour de Langkawi,2.HC
2019 Tour de Langkawi,Benjamin Dyball,2019-04-13,2020 Tour de Langkawi,Tour de Langkawi
2018 Tour de Langkawi,Andrea Guardini,2018-03-25,2019 Tour de Langkawi,Tour de Langkawi
2017 Tour de Langkawi,John Bohn Ebsen,2017-03-01,2018 Tour de Langkawi,Tour de Langkawi
2016 Tour de Langkawi,Andrea Guardini,2016-03-02,2017 Tour de Langkawi,Tour de Langkawi
2015 Tour de Langkawi,Valerio Agnoli,2015-03-15,2016 Tour de Langkawi,Tour de Langkawi
1999 Tour de Langkawi,Sergei Ivanov,1999-02-14,2000 Tour de Langkawi,Tour de Langkawi
2014 Tour de Langkawi,Samad Pourseyedi,2014-03-08,2015 Tour de Langkawi,Tour de Langkawi
2010 Tour de Langkawi,José Rujano,2010-03-07,2011 Tour de Langkawi,Tour de Langkawi
2003 Tour de Langkawi,Tom Danielson,2003-02-09,2004 Tour de Langkawi,Tour de Langkawi
2002 Tour de Langkawi,David George,2002-02-10,2003 Tour de Langkawi,Tour de Langkawi
