col0,col1,col2,col3,col4,col5,col6,col7
2018 Vuelta del Uruguay,2017 Vuelta del Uruguay,41.572,2018 UCI America Tour,Club Ciclista Cerro Largo,Club Ciclista Cerro Largo,Uruguay,106
2018 Tour de Normandie,2017 Tour de Normandie,42.129,2018 UCI Europe Tour,VC Rouen 76,SEG Racing Academy,France,150
2018 Vuelta del Uruguay,2017 Vuelta del Uruguay,41.572,2018 UCI America Tour,Club Ciclista Rodríguez,Sindicato Argentino de la Televisión,Uruguay,106
2018 Tour du Loir-et-Cher,2017 Tour du Loir-et-Cher,42.627,2018 UCI Europe Tour,Elkov-Author 2018,Elkov-Author 2018,France,117
2018 Tour de Normandie,2017 Tour de Normandie,42.129,2018 UCI Europe Tour,SEG Racing Academy,SEG Racing Academy,France,123
2016 Triptyque des Monts et Châteaux,2015 Triptyque des Monts et Châteaux,43.063,2016 UCI Europe Tour,United States men's U23 national road cycling team 2016,Klein Constantia 2016,Belgium,136
2018 Vuelta del Uruguay,2017 Vuelta del Uruguay,41.572,2018 UCI America Tour,Club Ciclista Rodríguez,Club Ciclista Deportivo San Antonio,Uruguay,106
2018 Tour du Loir-et-Cher,2017 Tour du Loir-et-Cher,42.627,2018 UCI Europe Tour,Bennelong-SwissWellness-Cervélo,ColoQuick 2018,France,148
2018 Vuelta al Táchira,2017 Vuelta al Táchira,38.08,2018 UCI America Tour,JHS Aves,JHS Aves,Venezuela,64
2018 Tour de Normandie,2017 Tour de Normandie,42.129,2018 UCI Europe Tour,LKT Brandenburg,SEG Racing Academy,France,123
2018 Vuelta al Táchira,2017 Vuelta al Táchira,38.08,2018 UCI America Tour,JHS Aves,Lotería del Táchira,Venezuela,64
2018 Tour de Normandie,2017 Tour de Normandie,42.129,2018 UCI Europe Tour,Joker Icopal 2018,SEG Racing Academy,France,123
