col0,col1,col2,col3,col4,col5
Paris Faculty of Letters professor ID,single value constraint,Victor Basch,Wikidata property for authority control for people,Les Professeurs de la Faculté des lettres de Paris,Paris Faculty of Science professor ID
LRB contributor ID,single value constraint,Pierre Bourdieu,Wikidata property for authority control for people,London Review of Books,NYRB contributor ID
EMLO person ID,single value constraint,Christiaan Huygens,Wikidata property related to the Early Modern period,Early Modern Letters Online,EMLO location ID
NYRB contributor ID,single value constraint,Colm Tóibín,Wikidata property related to literature,The New York Review of Books,LRB contributor ID
BVMC place id,format constraint,Barcelona,Wikidata property related to literature,Biblioteca Virtual Miguel de Cervantes,BVMC work ID
BVMC work ID,single value constraint,Platero,Wikidata property related to literature,Biblioteca Virtual Miguel de Cervantes,BVMC place id
EMLO person ID,single value constraint,Christiaan Huygens,Wikidata property related to literature,Early Modern Letters Online,EMLO location ID
BVMC work ID,single value constraint,Platero,Wikidata property for authority control for works,Biblioteca Virtual Miguel de Cervantes,BVMC place id
BVMC place id,format constraint,Barcelona,Wikidata property for authority control for places,Biblioteca Virtual Miguel de Cervantes,BVMC work ID
NYRB contributor ID,single value constraint,Colm Tóibín,Wikidata property for authority control for people,The New York Review of Books,LRB contributor ID
EMLO person ID,single value constraint,Christiaan Huygens,Wikidata property for authority control for people,Early Modern Letters Online,EMLO location ID
NooSFere series ID,single value constraint,The Wheel of Time,Wikidata property for an identifier that suggests notability,NooSFere,ISFDB series ID
