col0,col1,col2,col3,col4
marais de Goulaine,marsh,Saint-Julien-de-Concelles,France,Site of Community Importance
Harike Wetland,bird sanctuary,Firozpur District,India,Ramsar site
Don Hoi Lot,protected area,Bang Kaeo,Thailand,Ramsar site
Aammiq Wetland,nature reserve,Beqaa Valley,Lebanon,Ramsar site
Port Phillip Bay,wetland,Victoria,Australia,Ramsar site
Narran Wetlands,wetland,New South Wales,Australia,Ramsar site
Somerset Levels,wetland,Somerset,United Kingdom,Ramsar site
Humbug Marsh,wetland,Michigan,United States of America,Ramsar site
Harike Wetland,wetland,Firozpur District,India,Ramsar site
Gwydir Wetlands,wetland,New South Wales,Australia,Ramsar site
Ginini Flats Wetlands Ramsar Site,wetland,Australian Capital Territory,Australia,Ramsar site
Dragoman marsh,wetland,Dragoman,Bulgaria,Ramsar site
Cheyenne Bottoms,wetland,Barton County,United States of America,Ramsar site
Don Hoi Lot,wetland,Bang Kaeo,Thailand,Ramsar site
