col0,col1,col2,col3
Die Schulhauslinde,linden tree,Burgthann,Germany
Die Schirmlinde,linden tree,Neunkirchen am Sand,Germany
Die 2 Burglinden von Grünsberg,linden tree,Altdorf bei Nürnberg,Germany
Priorlinde,linden tree,Hagen,Germany
Gspannberger Linde,linden tree,Altdorf bei Nürnberg,Germany
Vier Friedenslinden von Dörlbach,linden tree,Burgthann,Germany
4 Linden beim Abendmahl,linden tree,Simmelsdorf,Germany
Unterhaidelbacher Friedenslinde,linden tree,Leinburg,Germany
Holzplatzlinden in Leinburg,linden tree,Leinburg,Germany
Deckersberger Linde,linden tree,Happurg,Germany
"Old lime tree, standing against the choir of Saint-Adrian's church, in Boendaal",linden tree,Ixelles,Belgium
Lipové stromořadí v Lipové,linden tree,Lipová,Czech Republic
H.C. Andersen's linden tree,linden tree,Sønderborg Municipality,Denmark
Tatobitská lípa,linden tree,Tatobity,Czech Republic
