col0,col1,col2,col3,col4,col5
2018 Grote Prijs Jef Scherens,Belgium,2019 Grote Prijs Jef Scherens,Jasper Philipsen,road bicycle racing,2018-09-16
1980 Grote Prijs Jef Scherens,Belgium,1981 Grote Prijs Jef Scherens,Emiel Gysemans,road bicycle racing,1980-09-21
2016 Grote Prijs Jef Scherens,Belgium,2017 Grote Prijs Jef Scherens,Arjen Livyns,road bicycle racing,2016-08-21
1963 Grote Prijs Jef Scherens,Belgium,1964 Grote Prijs Jef Scherens,Francesco Miele,road bicycle racing,1963-05-08
2016 Grote Prijs Jef Scherens,Belgium,2017 Grote Prijs Jef Scherens,Dries De Bondt,road bicycle racing,2016-08-21
2018 Grote Prijs Jef Scherens,Belgium,2019 Grote Prijs Jef Scherens,Alexander Krieger,road bicycle racing,2018-09-16
2016 Grote Prijs Jef Scherens,Belgium,2017 Grote Prijs Jef Scherens,Roman Maikin,road bicycle racing,2016-08-21
2018 Grote Prijs Jef Scherens,Belgium,2019 Grote Prijs Jef Scherens,Markus Hoelgaard,road bicycle racing,2018-09-16
2016 Grote Prijs Jef Scherens,Belgium,2017 Grote Prijs Jef Scherens,Gianni Vermeersch,road bicycle racing,2016-08-21
1963 Grote Prijs Jef Scherens,Belgium,1964 Grote Prijs Jef Scherens,Marcel Vanden Bogaert,road bicycle racing,1963-05-08
2016 Grote Prijs Jef Scherens,Belgium,2017 Grote Prijs Jef Scherens,Boris Vallée,road bicycle racing,2016-08-21
