col0,col1,col2,col3,col4,col5,col6
San Luis,200,498,UTC−05:00,human settlement,Elda,1827-01-01
San Nicolás de Bari,30,242,UTC−05:00,town,Bari,1846-01-01
Sancti Spíritus,75,1150700000,Eastern Time Zone,city,Novellara,1514-01-01
Banes,100,781,Eastern Time Zone,city,Sant Vicenç dels Horts,1887-01-01
Caimito,95,238,Eastern Time Zone,city,Barañáin,1910-01-01
Trinidad,60,1155,Eastern Time Zone,city,San Benedetto del Tronto,1514-01-01
Gibara,45,630,Eastern Time Zone,city,San luca de barrameda,1817-01-01
Holguín,150,655900000,Eastern Time Zone,city,Santa Fe,1523-01-01
Santa Clara,125,514,UTC−05:00,city,Cheboksary,1689-07-15
Cienfuegos,25,333000000,UTC−05:00,city,Cambridge,1819-04-22
