col0,col1,col2,col3,col4,col5
Johnstown Flood,1889-05-31,dam failure,1889-05-31,Johnstown,1889-05-31
2002 European floods,2002-08-01,100-year flood,2002-09-13,Hungary,2002-08-05
North Sea flood of 1953,1953-01-31,storm surge,1953-02-01,Zeeland,1953-01-31
2012 Krasnodar Krai floods,2012-07-07,flood,2012-07-07,Krasnodar Krai,2012-07-06
Johnstown Flood,1889-05-31,flood,1889-05-31,Johnstown,1889-05-31
North Sea flood of 1953,1953-01-31,flood,1953-02-01,Zeeland,1953-01-31
2002 European floods,2002-08-01,flood,2002-09-13,Hungary,2002-08-05
2012 Krasnodar Krai floods,2012-07-07,natural disaster,2012-07-07,Krasnodar Krai,2012-07-06
2002 European floods,2002-08-01,natural disaster,2002-09-13,Hungary,2002-08-05
2018 Kerala floods,2018-08-30,flood,2018-08-01,Kerala,2018-08-01
Åkerström landslide,1648-10-06,landslide,1648-10-06,Intagan,1648-10-06
