col0,col1,col2,col3
Chur,593,Raetia Curiensis,28.09
Sion,515,Roman Catholic Diocese of Sion,29.81
Herisau,738,Hinterland District,25.2
Sion,515,Simplon,29.81
Bellinzona,230,Canton of Bellinzona,19.12
Lausanne,495,Canton of Léman,41.37
Chur,593,Canton of Raetia,28.09
Liestal,327,Liestal District,18.18
Delémont,435,Delémont District,21.97
Aarau,384,Helvetic Republic,12.34
Bellinzona,230,Bellinzona District,19.12
Lausanne,495,Canton of Vaud,41.37
Delémont,435,Canton of Jura,21.97
St. Gallen,675,Canton of St. Gallen,39.38
Neuchâtel,434,Canton of Neuchâtel,18.05
