col0,col1,col2,col3,col4,col5
Murray Lake Migratory Bird Sanctuary,Canadian Wildlife Service,Rural Municipality of Meota No. 468,Canada,IUCN category VI: Protected Area with sustainable use of natural resources,1948-01-01
Amherst Point Migratory Bird Sanctuary,Canadian Wildlife Service,Cumberland County,Canada,IUCN category VI: Protected Area with sustainable use of natural resources,1947-01-01
Duncairn Reservoir Migratory Bird Sanctuary,Canadian Wildlife Service,Rural Municipality of Webb No. 138,Canada,IUCN category V: Protected Landscape/Seascape,1948-01-01
Val Marie Reservoir Migratory Bird Sanctuary,Canadian Wildlife Service,Rural Municipality of Val Marie No. 17,Canada,IUCN category V: Protected Landscape/Seascape,1948-01-01
Duncairn Reservoir Migratory Bird Sanctuary,Canadian Wildlife Service,Rural Municipality of Swift Current No. 137,Canada,IUCN category V: Protected Landscape/Seascape,1948-01-01
Old Wives Lake Migratory Bird Sanctuary,Canadian Wildlife Service,"Hillsborough No. 132, Saskatchewan",Canada,IUCN category IV: Habitat/Species Management Area,1925-01-01
Last Mountain Lake Migratory Bird Sanctuary,Canadian Wildlife Service,"Wreford No. 280, Saskatchewan",Canada,IUCN category IV: Habitat/Species Management Area,1887-01-01
Opuntia Lake Migratory Bird Sanctuary,Canadian Wildlife Service,Rural Municipality of Winslow No. 319,Canada,IUCN category IV: Habitat/Species Management Area,1952-01-01
Lenore Lake Migratory Bird Sanctuary,Canadian Wildlife Service,Three Lakes No. 400,Canada,IUCN category IV: Habitat/Species Management Area,1925-01-01
Basin and Middle Lakes Migratory Bird Sanctuary,Canadian Wildlife Service,Three Lakes No. 400,Canada,IUCN category IV: Habitat/Species Management Area,1925-01-01
Old Wives Lake Migratory Bird Sanctuary,Canadian Wildlife Service,"Sutton No. 103, Saskatchewan",Canada,IUCN category IV: Habitat/Species Management Area,1925-01-01
