col0,col1,col2,col3,col4
"Ear Falls, Ontario",Unorganized Kenora District,Canada,Kenora District,township of Canada
Drummond/North Elmsley,Mississippi Mills,Canada,Ontario,township of Canada
Douro-Dummer,Selwyn,Canada,Peterborough County,township of Canada
"Dorion, Ontario",Unorganized Thunder Bay District,Canada,Thunder Bay District,township of Canada
"Billings, Ontario",Northeastern Manitoulin and the Islands,Canada,Manitoulin District,township of Canada
Huron Shores,Unorganized North Algoma District,Canada,Algoma District,township of Canada
Atikokan,Unorganized Rainy River District,Canada,Rainy River District,township of Canada
Rideau Lakes,Westport,Canada,United Counties of Leeds and Grenville,township of Canada
Essa,Springwater,Canada,Simcoe County,township of Canada
"Beckwith, Ontario",Ottawa,Canada,Lanark County,township of Canada
West Grey,Chatsworth,Canada,Grey County,township of Canada
Chapleau,Unorganized North Sudbury District,Canada,Sudbury District,township of Canada
Armstrong,"Charlton and Dack, Ontario",Canada,Timiskaming District,township of Canada
