col0,col1,col2,col3,col4,col5,col6
2004 European Badminton Championships,Badminton Europe,2004 European Mixed Team Badminton Championships,2002 European Badminton Championships,2004-04-16,WikiProject Badminton/tournament focus list,2004-04-24
1994 European Badminton Championships,Badminton Europe,1994 European Mixed Team Badminton Championships,1992 European Badminton Championships,1994-04-10,WikiProject Badminton/tournament focus list,1994-04-17
1988 European Badminton Championships,Badminton Europe,1988 European Mixed Team Badminton Championships,1986 European Badminton Championships,1988-04-10,WikiProject Badminton/tournament focus list,1988-04-16
1980 European Badminton Championships,Badminton Europe,1980 European Mixed Team Badminton Championships,1978 European Badminton Championships,1980-04-17,WikiProject Badminton/tournament focus list,1980-04-20
1974 European Badminton Championships,Badminton Europe,1974 European Mixed Team Badminton Championships,1972 European Badminton Championships,1974-04-18,WikiProject Badminton/tournament focus list,1974-04-20
1976 European Badminton Championships,Badminton Europe,1976 European Mixed Team Badminton Championships,1974 European Badminton Championships,1976-04-06,WikiProject Badminton/tournament focus list,1976-04-07
1990 European Badminton Championships,Badminton Europe,1990 European Mixed Team Badminton Championships,1988 European Badminton Championships,1990-04-08,WikiProject Badminton/tournament focus list,1990-04-14
1970 European Badminton Championships,Badminton Europe,1970 European Badminton Championships – Men's singles,1968 European Badminton Championships,1970-04-17,WikiProject Badminton/tournament focus list,1970-04-19
1982 European Badminton Championships,Badminton Europe,1982 European Mixed Team Badminton Championships,1980 European Badminton Championships,1982-04-13,WikiProject Badminton/tournament focus list,1982-04-18
2000 European Badminton Championships,Badminton Europe,2000 European Mixed Team Badminton Championships,1998 European Badminton Championships,2000-04-25,WikiProject Badminton/tournament focus list,2000-04-29
1998 European Badminton Championships,Badminton Europe,1998 European Mixed Team Badminton Championships,1996 European Badminton Championships,1998-04-18,WikiProject Badminton/tournament focus list,1998-04-25
1996 European Badminton Championships,Badminton Europe,1996 European Mixed Team Badminton Championships,1994 European Badminton Championships,1996-04-13,WikiProject Badminton/tournament focus list,1996-04-20
1992 European Badminton Championships,Badminton Europe,1992 European Mixed Team Badminton Championships,1990 European Badminton Championships,1992-04-12,WikiProject Badminton/tournament focus list,1992-04-18
1986 European Badminton Championships,Badminton Europe,1986 European Mixed Team Badminton Championships,1984 European Badminton Championships,1986-03-30,WikiProject Badminton/tournament focus list,1986-04-05
1978 European Badminton Championships,Badminton Europe,1978 European Mixed Team Badminton Championships,1976 European Badminton Championships,1978-04-13,WikiProject Badminton/tournament focus list,1978-04-15
