col0,col1,col2,col3,col4,col5
Rhodesian dollar,Rhodesian pound,1980-04-17,dollar,Reserve Bank of Rhodesia,Rhodesia
Two Sicilies ducat,Neapolitan lira,1861-03-17,ducat,Bank of Napoli,Kingdom of the Two Sicilies
Italian lira,Sardinian lira,2002-02-28,lira,Bank of Italy,Kingdom of Italy
Gulf rupee,Indian rupee,1966-01-01,rupee,Reserve Bank of India,Muscat and Oman
German Papiermark,German gold mark,1923-11-14,mark,Reichsbank,Weimar Republic
Reichsmark,German Rentenmark,1948-06-20,mark,Reichsbank,Nazi Germany
Nigerian pound,British West African pound,1972-12-31,historical pound,Central Bank of Nigeria,Nigeria
Zimbabwean dollar,Rhodesian dollar,2009-04-12,dollar,Reserve Bank of Zimbabwe,Zimbabwe
Zambian pound,Rhodesia and Nyasaland pound,1968-01-16,historical pound,Bank of Zambia,Zambia
Gulf rupee,Indian rupee,1966-01-01,rupee,Reserve Bank of India,Kuwait
Australian pound,pound sterling,1966-02-14,pound,Reserve Bank of Australia,Australia
