col0,col1,col2,col3,col4,col5,col6,col7
Old Wardour Castle,English Heritage,London,Old Wardour Castle,guide book,Brian K. Davison,castellology,1999-01-01
Dunstanburgh Castle,English Heritage,London,Dunstanburgh Castle,guide book,Jeremy Ashbee,castellology,2007-01-01
Goodrich Castle,English Heritage,London,Goodrich Castle,guide book,Derek Renn,castellology,1993-01-01
Stirling Castle,Historic Scotland,Edinburgh,Stirling Castle,guide book,Richard Fawcett,castellology,1999-01-01
Stirling Castle,Office of Public Sector Information,London,Stirling Castle,guide book,Richard Fawcett,castellology,1983-01-01
Conwy Castle and Town Walls,Cadw,Cardiff,Conwy Castle and Town Walls,guide book,A. J. Taylor,Conwy Castle,2004-01-01
Helmsley Castle,English Heritage,London,Helmsley Castle,guide book,Glyn Coppack,castellology,1990-01-01
Pickering Castle,English Heritage,London,Pickering Castle,guide book,Lawrence Butler,castellology,1993-01-01
Rochester Castle,English Heritage,London,Rochester Castle,guide book,Jeremy Ashbee,castellology,2012-01-01
Beaumaris Castle,Cadw,Cardiff,Beaumaris Castle,guide book,A. J. Taylor,castellology,2004-01-01
Warkworth Castle,English Heritage,London,Warkworth Castle,guide book,Henry Summerson,castellology,1995-01-01
Flint and Ewloe Castles,Cadw,Cardiff,Flint and Ewloe Castles,guide book,Richard Avent,Flint Castle,2001-01-01
Caerphilly Castle,Cadw,Cardiff,Caerphilly Castle,guide book,Derek Renn,castellology,1997-01-01
