col0,col1,col2,col3,col4,col5
arrondissement of Saint-Brieuc,canton of Étables-sur-Mer,France,270985,Saint-Brieuc,2252
arrondissement of Nantes,canton of Machecoul,France,840239,Nantes,2118
arrondissement of Mamers,canton of Saint-Paterne,France,152055,Mamers,2829
arrondissement of Louhans,canton of Cuiseaux,France,67011,Louhans,1248
arrondissement of Loches,canton of Montrésor,France,117816,Loches,1803
arrondissement of Marmande,canton of Duras,France,83722,Marmande,1388
arrondissement of Lunéville,canton of Lunéville-Nord,France,78300,Lunéville,1451
arrondissement of Lodève,canton of Ganges,France,140289,Lodève,1819
arrondissement of Lisieux,canton of Blangy-le-Château,France,161593,Lisieux,1650
arrondissement of L'Haÿ-les-Roses,canton of Fresnes,France,564638,L'Haÿ-les-Roses,35
