col0,col1,col2,col3,col4,col5
2011 UCI Road World Championships – Women's road race,Marianne Vos,UCI Road World Championships – Women's road race,2011 UCI Road World Championships,road bicycle racing,2012 UCI Road World Championships – Women's road race
2009 UCI Road World Championships – Women's road race,Marianne Vos,UCI Road World Championships – Women's road race,2009 UCI Road World Championships,road bicycle racing,2010 UCI Road World Championships – Women's road race
2008 UCI Road World Championships – Women's road race,Marianne Vos,UCI Road World Championships – Women's road race,2008 UCI Road World Championships,road bicycle racing,2009 UCI Road World Championships – Women's road race
2007 UCI Road World Championships – Women's road race,Marianne Vos,UCI Road World Championships – Women's road race,2007 UCI Road World Championships,road bicycle racing,2008 UCI Road World Championships – Women's road race
2006 UCI Road World Championships – Women's road race,Marianne Vos,UCI Road World Championships – Women's road race,2006 UCI Road World Championships,road bicycle racing,2007 UCI Road World Championships – Women's road race
2005 UCI Road World Championships – Women's road race,Regina Schleicher,UCI Road World Championships – Women's road race,2005 UCI Road World Championships,road bicycle racing,2006 UCI Road World Championships – Women's road race
2012 UCI Road World Championships – Women's road race,Marianne Vos,UCI Road World Championships – Women's road race,2012 UCI Road World Championships,road bicycle racing,2013 UCI Road World Championships – Women's road race
2018 UCI Road World Championships – Women's road race,Tatiana Guderzo,CDM,2018 UCI Road World Championships,road bicycle racing,2019 UCI Road World Championships – Women's road race
1995 UCI Road World Championships – Women's road race,Edita Pučinskaitė,UCI Road World Championships – Women's road race,1995 UCI Road World Championships,road bicycle racing,1996 UCI Road World Championships – Women's road race
1993 UCI Road World Championships – Women's road race,Jeannie Longo,UCI Road World Championships – Women's road race,1993 UCI Road World Championships,road bicycle racing,1994 UCI Road World Championships – Women's road race
1991 UCI Road World Championships – Women's road race,Leontien van Moorsel,UCI Road World Championships – Women's road race,1991 UCI Road World Championships,road bicycle racing,1993 UCI Road World Championships – Women's road race
1990 UCI Road World Championships – Women's road race,Catherine Marsal,UCI Road World Championships – Women's road race,1990 UCI Road World Championships,road bicycle racing,1991 UCI Road World Championships – Women's road race
1989 UCI Road World Championships – Women's road race,Jeannie Longo,UCI Road World Championships – Women's road race,1989 UCI Road World Championships,road bicycle racing,1990 UCI Road World Championships – Women's road race
1987 UCI Road World Championships – Women's road race,Jeannie Longo,UCI Road World Championships – Women's road race,1987 UCI Road World Championships,road bicycle racing,1989 UCI Road World Championships – Women's road race
