col0,col1,col2,col3
1999 Copenhagen Badminton Masters,Circus Building,Denmark,1999 Copenhagen Masters – Men's singles
1998 Copenhagen Badminton Masters,Circus Building,Denmark,1998 Copenhagen Masters – Men's singles
1997 Copenhagen Badminton Masters,Circus Building,Denmark,1997 Copenhagen Masters – Men's singles
1996 Copenhagen Badminton Masters,Circus Building,Denmark,1996 Copenhagen Masters – Men's singles
1995 Copenhagen Badminton Masters,Circus Building,Denmark,1995 Copenhagen Masters – Men's singles
1994 Copenhagen Badminton Masters,Circus Building,Denmark,1994 Copenhagen Masters – Men's singles
1993 Copenhagen Badminton Masters,Circus Building,Denmark,1993 Copenhagen Masters – Men's singles
2015 Copenhagen Badminton Masters,Falkoner Center,Denmark,2015 Copenhagen Masters – Men's doubles
2014 Copenhagen Badminton Masters,Falkoner Center,Denmark,2014 Copenhagen Masters – Men's doubles
2013 Copenhagen Badminton Masters,Falkoner Center,Denmark,2013 Copenhagen Masters – Men's doubles
