col0,col1,col2,col3
Merak II,Beta Ursae Majoris,The Worlds of the Federation,Star Trek multiverse
Aldebaran III,Aldebaran,The Worlds of the Federation,Star Trek multiverse
Antares B III,Antares,The Worlds of the Federation,Star Trek multiverse
Rigel VI,Rigel,The Worlds of the Federation,Star Trek multiverse
Rigel V,Rigel,The Worlds of the Federation,Star Trek multiverse
Vega IX,Vega,The Worlds of the Federation,Star Trek multiverse
Neural,Zeta Boötis,Star Trek: Star Charts,Star Trek multiverse
Ardana,Mu Leonis,Star Trek: Star Charts,Star Trek multiverse
Izar,Epsilon Boötis,Star Trek: Star Charts,Star Trek multiverse
Deneb V,Beta Ceti,Star Trek: Star Charts,Star Trek multiverse
Rigel VI,Rigel,Star Trek: Star Charts,Star Trek multiverse
Gamma Hydra Ⅳ,Gamma Hydrae,Star Trek Concordance,Star Trek multiverse
Aldebaran III,Aldebaran,Star Trek Concordance,Star Trek multiverse
Ardana,Mu Leonis,Star Trek Fact Files,Star Trek multiverse
Proxima,Proxima Centauri,Stellar Cartography,Star Trek multiverse
