col0,col1,col2,col3,col4,col5,col6,col7
Fulda,297,Bavaria,Germany,UTC+02:00,rural district of Hesse,Gersfeld,Kassel Government Region
Limburg-Weilburg,251,Rheingau-Taunus-Kreis,Germany,UTC+01:00,rural district of Hesse,Limburg an der Lahn,Giessen Government Region
Lahn-Dill-Kreis,351,Siegen-Wittgenstein,Germany,UTC+01:00,rural district of Hesse,Braunfels,Giessen Government Region
Darmstadt-Dieburg,203,Groß-Gerau,Germany,UTC+01:00,rural district of Hesse,Reinheim,Darmstadt Government Region
Groß-Gerau,87,Darmstadt-Dieburg,Germany,UTC+02:00,rural district of Hesse,Nauheim,Darmstadt Government Region
Fulda,297,Hersfeld-Rotenburg,Germany,UTC+01:00,rural district of Hesse,Ebersburg,Kassel Government Region
Odenwaldkreis,233,Darmstadt-Dieburg,Germany,UTC+01:00,rural district of Hesse,Bad König,Darmstadt Government Region
Kreis Bergstraße,252,Groß-Gerau,Germany,UTC+01:00,rural district of Hesse,Wald-Michelbach,Darmstadt Government Region
Fulda,297,Bavaria,Germany,UTC+01:00,rural district of Hesse,Ebersburg,Kassel Government Region
Kassel,273,Northeim,Germany,UTC+02:00,rural district of Hesse,"Schauenburg, Hesse",Kassel Government Region
Fulda,297,Hersfeld-Rotenburg,Germany,UTC+01:00,rural district of Hesse,Fulda,Kassel Government Region
Kassel,273,Kassel,Germany,UTC+01:00,rural district of Hesse,"Schauenburg, Hesse",Kassel Government Region
Hersfeld-Rotenburg,197,Fulda,Germany,UTC+01:00,rural district of Hesse,Bad Hersfeld,Kassel Government Region
