col0,col1,col2,col3,col4,col5,col6,col7
Ridgid R3200,5785,2.1,circular saw,Ridgid,775,circular saw model,saw blade
DeWalt DW364,5330,1.9,circular saw,DeWALT,762,circular saw model,saw blade
Skil 5480-01,5300,2.5,circular saw,Skil,716,circular saw model,saw blade
Skil SHD77,4460,2.7,circular saw,Skil,985,circular saw model,saw blade
Porter Cable 743,5645,2.5,circular saw,Porter-Cable,596,circular saw model,saw blade
Bosch CS20,5250,2.7,circular saw,Robert Bosch GmbH,662,circular saw model,saw blade
Hitachi C7SB2,5220,3.2,circular saw,Hitachi,616,circular saw model,saw blade
Porter Cable 423MAG,5800,2.7,circular saw,Porter-Cable,695,circular saw model,saw blade
Bosch CS5,6200,4.8,circular saw,Robert Bosch GmbH,880,circular saw model,saw blade
Milwaukee 6460,4935,4.2,circular saw,Milwaukee Electric Tool Corporation,642,circular saw model,saw blade
