col0,col1,col2,col3
cryptosporidiosis,intestinal parasite infection,vomiting,10
babesiosis,parasitic protozoa infectious disease,vomiting,4
Mycoplasma pneumoniae infection,atypical pneumonia,pain,28
babesiosis,parasitic protozoa infectious disease,major depressive disorders,4
cryptosporidiosis,intestinal parasite infection,diarrhea,10
campylobacteriosis,gastroenteritis,diarrhea,7
Japanese encephalitis,flavivirus infectious disease,fever,15
Mycoplasma pneumoniae infection,upper respiratory tract disease,fever,28
ehrlichiosis,primary bacterial infectious disease,fever,2
cryptosporidiosis,intestinal disease,fever,10
Mycoplasma pneumoniae infection,atypical pneumonia,fever,28
Japanese encephalitis,brain diseases,fever,15
